t,qx,qy,qz,qw
4.136,-0.24347791075706482,-0.11228875815868378,0.6769044995307922,-0.6854998469352722
4.156,-0.2443084716796875,-0.11058910936117172,0.67975914478302,-0.682650089263916
4.176,-0.24513593316078186,-0.10890442878007889,0.682572603225708,-0.6798108816146851
4.196,-0.24595479667186737,-0.10723961144685745,0.6853419542312622,-0.6769876480102539
4.224,-0.2470841258764267,-0.10495233535766602,0.6891387701034546,-0.6730692982673645
4.244,-0.24788036942481995,-0.10335029661655426,0.6917959451675415,-0.6702927350997925
4.26,-0.24851182103157043,-0.1020914763212204,0.6938856840133667,-0.6680881977081299
4.276,-0.24913540482521057,-0.10085047036409378,0.6959452033042908,-0.6658986806869507
4.296,-0.2499009370803833,-0.09931997209787369,0.6984829902648926,-0.6631791591644287
4.32,-0.2507995367050171,-0.09751774370670319,0.7014757990837097,-0.6599406003952026
4.34,-0.2515331208705902,-0.09604673087596893,0.7039246559143066,-0.6572642922401428
4.364,-0.2523907423019409,-0.09429872035980225,0.7068319916725159,-0.6540606617927551
4.38,-0.2529720664024353,-0.09316006302833557,0.7087424397468567,-0.6519283652305603
4.4,-0.25375306606292725,-0.09180092811584473,0.7110822200775146,-0.6492643356323242
4.416,-0.25440943241119385,-0.09075150638818741,0.7129234075546265,-0.6471322774887085
4.432,-0.25508466362953186,-0.08972860872745514,0.7147387266159058,-0.6450032591819763
4.452,-0.25594714283943176,-0.08848117291927338,0.7169739007949829,-0.6423477530479431
4.48,-0.2571776807308197,-0.08676733076572418,0.7200396060943604,-0.6386501789093018
4.5,-0.25807663798332214,-0.08553676307201385,0.7221916317939758,-0.6360182166099548
4.524,-0.2591511607170105,-0.08406311273574829,0.7247384190559387,-0.6328731179237366
4.544,-0.26003292202949524,-0.08283199369907379,0.7268311381340027,-0.6302685141563416
4.564,-0.26089340448379517,-0.08159543573856354,0.7289013862609863,-0.6276780366897583
4.584,-0.26172325015068054,-0.08035784214735031,0.7309558391571045,-0.6250978112220764
4.604,-0.2625141143798828,-0.0791168212890625,0.7329990267753601,-0.6225265860557556
4.62,-0.2631138265132904,-0.07812519371509552,0.7346171140670776,-0.6204879283905029
4.644,-0.2639475464820862,-0.07663578540086746,0.737034261226654,-0.617445707321167
4.66,-0.2644544839859009,-0.07564272731542587,0.738641083240509,-0.6154279112815857
4.676,-0.2649213373661041,-0.07465298473834991,0.7402441501617432,-0.6134185194969177
4.7,-0.26554837822914124,-0.07317700237035751,0.7426355481147766,-0.6104274988174438
4.72,-0.2659994959831238,-0.07195556908845901,0.7446243166923523,-0.6079485416412354
4.74,-0.26638785004615784,-0.07074277102947235,0.746602475643158,-0.6054897904396057
4.76,-0.2667514383792877,-0.06955382227897644,0.7485653758049011,-0.6030389070510864
4.78,-0.2671308219432831,-0.06841231882572174,0.750502347946167,-0.6005890369415283
